NOM_USUEL;AAAAMMJJ;TN;TX
PARIS-MONTSOURIS;20000101;7;10
PARIS-MONTSOURIS;20000102;7;10
PARIS-MONTSOURIS;20000103;5,5;8,4
PARIS-MONTSOURIS;20000104;6,7;10,1
PARIS-MONTSOURIS;20000105;7,5;10,3
PARIS-MONTSOURIS;20000106;4,5;10,5
PARIS-MONTSOURIS;20000107;5,3;6,8
PARIS-MONTSOURIS;20000108;5;10,2
PARIS-MONTSOURIS;20000109;5,2;7,2
PARIS-MONTSOURIS;20000110;1,6;5,6
PARIS-MONTSOURIS;20000111;-2,6;-0,1
PARIS-MONTSOURIS;20000112;-2,2;2,4
PARIS-MONTSOURIS;20000113;0,3;2,7
PARIS-MONTSOURIS;20000114;2,1;5,9
PARIS-MONTSOURIS;20000115;1,3;5,6
PARIS-MONTSOURIS;20000116;0,2;5,8
PARIS-MONTSOURIS;20000117;3,8;9,3
PARIS-MONTSOURIS;20000118;4,2;7,8
PARIS-MONTSOURIS;20000119;5,1;6,3
PARIS-MONTSOURIS;20000120;2,9;6,9
PARIS-MONTSOURIS;20000121;4,6;7,4
PARIS-MONTSOURIS;20000122;3,8;6,4
PARIS-MONTSOURIS;20000123;3,1;6,3
PARIS-MONTSOURIS;20000124;-0,5;2,9
PARIS-MONTSOURIS;20000125;-3,3;2,3
PARIS-MONTSOURIS;20000126;-3,7;2,4
PARIS-MONTSOURIS;20000127;-4,7;4,1
PARIS-MONTSOURIS;20000128;-3,3;7,9
PARIS-MONTSOURIS;20000129;4,3;11,3
PARIS-MONTSOURIS;20000130;9,9;13,7
PARIS-MONTSOURIS;20000131;9,4;12,7
PARIS-MONTSOURIS;20000201;7,3;9
PARIS-MONTSOURIS;20000202;5,1;10,1
PARIS-MONTSOURIS;20000203;3;8,2
PARIS-MONTSOURIS;20000204;4,1;10
PARIS-MONTSOURIS;20000205;2,8;13,9
PARIS-MONTSOURIS;20000206;4,9;10,1
PARIS-MONTSOURIS;20000207;6,5;11,5
PARIS-MONTSOURIS;20000208;8,7;13,6
PARIS-MONTSOURIS;20000209;6,1;10,8
PARIS-MONTSOURIS;20000210;3,1;9,4
PARIS-MONTSOURIS;20000211;2,2;9,3
PARIS-MONTSOURIS;20000212;0,4;9,8
PARIS-MONTSOURIS;20000213;6,9;11,8
PARIS-MONTSOURIS;20000214;5,9;11,7
PARIS-MONTSOURIS;20000215;8,7;10,2
PARIS-MONTSOURIS;20000216;1,2;7,4
PARIS-MONTSOURIS;20000217;2,4;8,5
PARIS-MONTSOURIS;20000218;2,9;12,1
PARIS-MONTSOURIS;20000219;6,8;9,5
PARIS-MONTSOURIS;20000220;2,4;8,8
PARIS-MONTSOURIS;20000221;-0,1;9,5
PARIS-MONTSOURIS;20000222;4,8;9,2
PARIS-MONTSOURIS;20000223;4;11,6
PARIS-MONTSOURIS;20000224;8,5;12,9
PARIS-MONTSOURIS;20000225;7,3;11,1
PARIS-MONTSOURIS;20000226;3;10,9
PARIS-MONTSOURIS;20000227;3;18,2
PARIS-MONTSOURIS;20000228;7,5;10,3
PARIS-MONTSOURIS;20000229;5;9,8
PARIS-MONTSOURIS;20000301;5,2;9,5
PARIS-MONTSOURIS;20000302;2,3;10,5
PARIS-MONTSOURIS;20000303;7,9;11,1
PARIS-MONTSOURIS;20000304;3,2;8,2
PARIS-MONTSOURIS;20000305;1,2;10,7
PARIS-MONTSOURIS;20000306;0,3;11,5
PARIS-MONTSOURIS;20000307;4,1;15,1
PARIS-MONTSOURIS;20000308;8,3;16,7
PARIS-MONTSOURIS;20000309;8,7;13,9
PARIS-MONTSOURIS;20000310;10,5;14,3
PARIS-MONTSOURIS;20000311;5,7;11,6
PARIS-MONTSOURIS;20000312;6,5;13,5
PARIS-MONTSOURIS;20000313;5,2;15,2
PARIS-MONTSOURIS;20000314;8,2;16,6
PARIS-MONTSOURIS;20000315;5;11,1
PARIS-MONTSOURIS;20000316;5;13,2
PARIS-MONTSOURIS;20000317;8,1;13,4
PARIS-MONTSOURIS;20000318;7,3;12
PARIS-MONTSOURIS;20000319;4,9;13,1
PARIS-MONTSOURIS;20000320;3,2;11,8
PARIS-MONTSOURIS;20000321;4,3;17
PARIS-MONTSOURIS;20000322;4,9;18,4
PARIS-MONTSOURIS;20000323;8,8;18,5
PARIS-MONTSOURIS;20000324;10,1;15,2
PARIS-MONTSOURIS;20000325;8,6;13,1
PARIS-MONTSOURIS;20000326;4,1;11,4
PARIS-MONTSOURIS;20000327;4,3;11,4
PARIS-MONTSOURIS;20000328;5,5;8,5
PARIS-MONTSOURIS;20000329;3,7;6,7
PARIS-MONTSOURIS;20000330;5,7;8,6
PARIS-MONTSOURIS;20000331;5,3;13,7
PARIS-MONTSOURIS;20000401;3,8;9,6
PARIS-MONTSOURIS;20000402;4,3;16,9
PARIS-MONTSOURIS;20000403;9,1;16
PARIS-MONTSOURIS;20000404;7,2;17,8
PARIS-MONTSOURIS;20000405;4,1;6,9
PARIS-MONTSOURIS;20000406;3,5;10,6
PARIS-MONTSOURIS;20000407;4,2;15,1
PARIS-MONTSOURIS;20000408;5,7;17,6
PARIS-MONTSOURIS;20000409;7,8;14,3
PARIS-MONTSOURIS;20000410;8,4;16,3
PARIS-MONTSOURIS;20000411;3,6;12,2
PARIS-MONTSOURIS;20000412;3,6;12
PARIS-MONTSOURIS;20000413;4,4;13,5
PARIS-MONTSOURIS;20000414;5,9;10,9
PARIS-MONTSOURIS;20000415;7,6;10
PARIS-MONTSOURIS;20000416;2,3;13,9
PARIS-MONTSOURIS;20000417;6,9;15,1
PARIS-MONTSOURIS;20000418;8,4;17
PARIS-MONTSOURIS;20000419;9,7;17,1
PARIS-MONTSOURIS;20000420;9,8;19,9
PARIS-MONTSOURIS;20000421;9,4;18,8
PARIS-MONTSOURIS;20000422;13;17,4
PARIS-MONTSOURIS;20000423;10,5;13,9
PARIS-MONTSOURIS;20000424;7;16,4
PARIS-MONTSOURIS;20000425;10,7;22,4
PARIS-MONTSOURIS;20000426;13,2;16,3
PARIS-MONTSOURIS;20000427;10,7;13,8
PARIS-MONTSOURIS;20000428;10,6;16,5
PARIS-MONTSOURIS;20000429;7,2;20,1
PARIS-MONTSOURIS;20000430;12,1;22,3
PARIS-MONTSOURIS;20000501;11,6;22,4
PARIS-MONTSOURIS;20000502;12,3;15,6
PARIS-MONTSOURIS;20000503;10,6;13,9
PARIS-MONTSOURIS;20000504;11,1;18,8
PARIS-MONTSOURIS;20000505;12,2;25,2
PARIS-MONTSOURIS;20000506;12,5;26,1
PARIS-MONTSOURIS;20000507;15,3;25,6
PARIS-MONTSOURIS;20000508;14,9;24,7
PARIS-MONTSOURIS;20000509;15,2;27,2
PARIS-MONTSOURIS;20000510;15,4;26
PARIS-MONTSOURIS;20000511;13,5;23,1
PARIS-MONTSOURIS;20000512;13,3;24
PARIS-MONTSOURIS;20000513;14,2;26
PARIS-MONTSOURIS;20000514;15,4;27,6
PARIS-MONTSOURIS;20000515;16,4;28,7
PARIS-MONTSOURIS;20000516;17,1;28,7
PARIS-MONTSOURIS;20000517;12,5;17,9
PARIS-MONTSOURIS;20000518;10,8;17,3
PARIS-MONTSOURIS;20000519;9,5;15,2
PARIS-MONTSOURIS;20000520;7,2;17,8
PARIS-MONTSOURIS;20000521;9,9;16,8
PARIS-MONTSOURIS;20000522;8,5;18,9
PARIS-MONTSOURIS;20000523;11,9;22
PARIS-MONTSOURIS;20000524;13,7;21
PARIS-MONTSOURIS;20000525;12,2;18,4
PARIS-MONTSOURIS;20000526;9,4;22,6
PARIS-MONTSOURIS;20000527;8,9;18,2
PARIS-MONTSOURIS;20000528;10,8;16,8
PARIS-MONTSOURIS;20000529;8,4;18,1
PARIS-MONTSOURIS;20000530;9,9;15,5
PARIS-MONTSOURIS;20000531;11,4;18,4
PARIS-MONTSOURIS;20000601;11,8;20,9
PARIS-MONTSOURIS;20000602;12,8;29,1
PARIS-MONTSOURIS;20000603;16,1;28,5
PARIS-MONTSOURIS;20000604;15,9;19,6
PARIS-MONTSOURIS;20000605;11,3;13
PARIS-MONTSOURIS;20000606;11,4;18,4
PARIS-MONTSOURIS;20000607;10,7;21,9
PARIS-MONTSOURIS;20000608;10,8;26
PARIS-MONTSOURIS;20000609;16,1;27,3
PARIS-MONTSOURIS;20000610;12,9;18,9
PARIS-MONTSOURIS;20000611;11,8;20,1
PARIS-MONTSOURIS;20000612;11;24,4
PARIS-MONTSOURIS;20000613;15,5;26,1
PARIS-MONTSOURIS;20000614;15,2;25,4
PARIS-MONTSOURIS;20000615;15,1;21,3
PARIS-MONTSOURIS;20000616;15,1;25,1
PARIS-MONTSOURIS;20000617;14,9;26,8
PARIS-MONTSOURIS;20000618;15,1;30,4
PARIS-MONTSOURIS;20000619;18,5;33
PARIS-MONTSOURIS;20000620;20,3;31,4
PARIS-MONTSOURIS;20000621;18,3;25,1
PARIS-MONTSOURIS;20000622;14,4;22,2
PARIS-MONTSOURIS;20000623;14,8;20,9
PARIS-MONTSOURIS;20000624;13;16,5
PARIS-MONTSOURIS;20000625;10,4;20,2
PARIS-MONTSOURIS;20000626;11,7;20,7
PARIS-MONTSOURIS;20000627;11,4;22,3
PARIS-MONTSOURIS;20000628;13,7;23,6
PARIS-MONTSOURIS;20000629;13,1;24,8
PARIS-MONTSOURIS;20000630;14,1;26,3
PARIS-MONTSOURIS;20000701;16,5;27,4
PARIS-MONTSOURIS;20000702;17;27
PARIS-MONTSOURIS;20000703;15,9;24,6
PARIS-MONTSOURIS;20000704;15,1;21,4
PARIS-MONTSOURIS;20000705;13,9;22,7
PARIS-MONTSOURIS;20000706;14,7;26,3
PARIS-MONTSOURIS;20000707;14,6;21,2
PARIS-MONTSOURIS;20000708;10,8;19,5
PARIS-MONTSOURIS;20000709;12,4;18,1
PARIS-MONTSOURIS;20000710;12,8;19,1
PARIS-MONTSOURIS;20000711;11,7;17,7
PARIS-MONTSOURIS;20000712;10,6;20,3
PARIS-MONTSOURIS;20000713;13,8;18,8
PARIS-MONTSOURIS;20000714;13,9;19
PARIS-MONTSOURIS;20000715;12,2;18,5
PARIS-MONTSOURIS;20000716;11,4;17,8
PARIS-MONTSOURIS;20000717;11,1;18,7
PARIS-MONTSOURIS;20000718;11,2;23,2
PARIS-MONTSOURIS;20000719;12,8;24,6
PARIS-MONTSOURIS;20000720;15,2;26,5
PARIS-MONTSOURIS;20000721;14,6;25,4
PARIS-MONTSOURIS;20000722;13,4;25,2
PARIS-MONTSOURIS;20000723;14,9;27,8
PARIS-MONTSOURIS;20000724;16,9;20,3
PARIS-MONTSOURIS;20000725;14,6;22,5
PARIS-MONTSOURIS;20000726;16,2;25,2
PARIS-MONTSOURIS;20000727;15,2;22,5
PARIS-MONTSOURIS;20000728;15,2;23,2
PARIS-MONTSOURIS;20000729;14,7;21,7
PARIS-MONTSOURIS;20000730;14,1;25,5
PARIS-MONTSOURIS;20000731;15;28,1
PARIS-MONTSOURIS;20000801;16,5;31,8
PARIS-MONTSOURIS;20000802;16,3;24,6
PARIS-MONTSOURIS;20000803;15,1;23,6
PARIS-MONTSOURIS;20000804;13,7;21,3
PARIS-MONTSOURIS;20000805;14,2;24,2
PARIS-MONTSOURIS;20000806;14,4;24,8
PARIS-MONTSOURIS;20000807;17,4;26,3
PARIS-MONTSOURIS;20000808;17,6;24,3
PARIS-MONTSOURIS;20000809;16,5;28
PARIS-MONTSOURIS;20000810;16,7;24,8
PARIS-MONTSOURIS;20000811;15,1;28,7
PARIS-MONTSOURIS;20000812;16,9;31,3
PARIS-MONTSOURIS;20000813;20;30,9
PARIS-MONTSOURIS;20000814;19;28,4
PARIS-MONTSOURIS;20000815;18,5;26,2
PARIS-MONTSOURIS;20000816;15,7;27,9
PARIS-MONTSOURIS;20000817;18,3;25,3
PARIS-MONTSOURIS;20000818;15,9;27,9
PARIS-MONTSOURIS;20000819;15,3;23,1
PARIS-MONTSOURIS;20000820;16,4;22,1
PARIS-MONTSOURIS;20000821;12,8;21,3
PARIS-MONTSOURIS;20000822;11,3;24,2
PARIS-MONTSOURIS;20000823;15,7;26,9
PARIS-MONTSOURIS;20000824;16,1;30,6
PARIS-MONTSOURIS;20000825;17,8;32,1
PARIS-MONTSOURIS;20000826;19,3;25,6
PARIS-MONTSOURIS;20000827;15,6;22,7
PARIS-MONTSOURIS;20000828;15,2;22,5
PARIS-MONTSOURIS;20000829;14,4;24,4
PARIS-MONTSOURIS;20000830;16;24,6
PARIS-MONTSOURIS;20000831;13,4;24,7
PARIS-MONTSOURIS;20000901;13,4;21,8
PARIS-MONTSOURIS;20000902;13,7;20,4
PARIS-MONTSOURIS;20000903;14,1;19,7
PARIS-MONTSOURIS;20000904;10,7;19,1
PARIS-MONTSOURIS;20000905;10,2;20,9
PARIS-MONTSOURIS;20000906;13,6;19,4
PARIS-MONTSOURIS;20000907;12,3;20,5
PARIS-MONTSOURIS;20000908;16,5;21,2
PARIS-MONTSOURIS;20000909;17,4;24,3
PARIS-MONTSOURIS;20000910;14,7;27,2
PARIS-MONTSOURIS;20000911;16,9;29,1
PARIS-MONTSOURIS;20000912;17,3;20,4
PARIS-MONTSOURIS;20000913;14,1;22,6
PARIS-MONTSOURIS;20000914;15,9;23,4
PARIS-MONTSOURIS;20000915;13,7;25,9
PARIS-MONTSOURIS;20000916;12,8;19,8
PARIS-MONTSOURIS;20000917;13,4;19,4
PARIS-MONTSOURIS;20000918;10,7;22,2
PARIS-MONTSOURIS;20000919;13,5;18,8
PARIS-MONTSOURIS;20000920;10,2;19,7
PARIS-MONTSOURIS;20000921;9,2;21,6
PARIS-MONTSOURIS;20000922;13,6;23,4
PARIS-MONTSOURIS;20000923;14;23,8
PARIS-MONTSOURIS;20000924;11,9;23,4
PARIS-MONTSOURIS;20000925;11,2;21,6
PARIS-MONTSOURIS;20000926;11,1;26,9
PARIS-MONTSOURIS;20000927;14,1;21,1
PARIS-MONTSOURIS;20000928;14,1;17
PARIS-MONTSOURIS;20000929;14,8;17,8
PARIS-MONTSOURIS;20000930;12,8;18,7
PARIS-MONTSOURIS;20001001;9,5;20
PARIS-MONTSOURIS;20001002;11,5;15
PARIS-MONTSOURIS;20001003;9,6;17,7
PARIS-MONTSOURIS;20001004;11,7;17,2
PARIS-MONTSOURIS;20001005;12,9;17,7
PARIS-MONTSOURIS;20001006;7,8;15,8
PARIS-MONTSOURIS;20001007;9;12
PARIS-MONTSOURIS;20001008;10,8;15,1
PARIS-MONTSOURIS;20001009;7,9;14,8
PARIS-MONTSOURIS;20001010;7,9;14,1
PARIS-MONTSOURIS;20001011;9,4;15,1
PARIS-MONTSOURIS;20001012;8,6;15,1
PARIS-MONTSOURIS;20001013;9;13
PARIS-MONTSOURIS;20001014;7,4;13,3
PARIS-MONTSOURIS;20001015;8,9;13,3
PARIS-MONTSOURIS;20001016;10,3;12,1
PARIS-MONTSOURIS;20001017;7,6;15,4
PARIS-MONTSOURIS;20001018;7,9;14,3
PARIS-MONTSOURIS;20001019;13;17,3
PARIS-MONTSOURIS;20001020;13;16,4
PARIS-MONTSOURIS;20001021;14,3;18,4
PARIS-MONTSOURIS;20001022;11,6;20,9
PARIS-MONTSOURIS;20001023;11;17,7
PARIS-MONTSOURIS;20001024;9,6;15,6
PARIS-MONTSOURIS;20001025;8,1;15,7
PARIS-MONTSOURIS;20001026;9,7;15,5
PARIS-MONTSOURIS;20001027;10,3;14,9
PARIS-MONTSOURIS;20001028;12,1;15,5
PARIS-MONTSOURIS;20001029;8,8;14,6
PARIS-MONTSOURIS;20001030;7,8;13,8
PARIS-MONTSOURIS;20001031;7,7;13,5
PARIS-MONTSOURIS;20001101;7,1;13,4
PARIS-MONTSOURIS;20001102;8,3;12,5
PARIS-MONTSOURIS;20001103;7;12,2
PARIS-MONTSOURIS;20001104;4,8;10,6
PARIS-MONTSOURIS;20001105;3,1;12,2
PARIS-MONTSOURIS;20001106;8,8;11,9
PARIS-MONTSOURIS;20001107;6,1;9,8
PARIS-MONTSOURIS;20001108;7,9;10,2
PARIS-MONTSOURIS;20001109;6,6;11
PARIS-MONTSOURIS;20001110;2,6;13,4
PARIS-MONTSOURIS;20001111;4,6;11,9
PARIS-MONTSOURIS;20001112;7,2;11,2
PARIS-MONTSOURIS;20001113;8,2;11,2
PARIS-MONTSOURIS;20001114;5,6;9,5
PARIS-MONTSOURIS;20001115;4,4;9,3
PARIS-MONTSOURIS;20001116;5,1;8,6
PARIS-MONTSOURIS;20001117;2,4;8,6
PARIS-MONTSOURIS;20001118;4,5;10,7
PARIS-MONTSOURIS;20001119;7,9;12,5
PARIS-MONTSOURIS;20001120;4,5;8,6
PARIS-MONTSOURIS;20001121;4,7;11,4
PARIS-MONTSOURIS;20001122;8,6;11,5
PARIS-MONTSOURIS;20001123;8,5;12,7
PARIS-MONTSOURIS;20001124;3,6;9,6
PARIS-MONTSOURIS;20001125;7,2;11,1
PARIS-MONTSOURIS;20001126;6,9;11,2
PARIS-MONTSOURIS;20001127;4,3;13,2
PARIS-MONTSOURIS;20001128;9,4;16,6
PARIS-MONTSOURIS;20001129;9,8;15,6
PARIS-MONTSOURIS;20001130;9;12,7
PARIS-MONTSOURIS;20001201;11,7;14
PARIS-MONTSOURIS;20001202;10,8;13
PARIS-MONTSOURIS;20001203;6,7;9,6
PARIS-MONTSOURIS;20001204;5,3;11,6
PARIS-MONTSOURIS;20001205;7,8;14
PARIS-MONTSOURIS;20001206;9,8;12
PARIS-MONTSOURIS;20001207;7,9;16,9
PARIS-MONTSOURIS;20001208;10,6;13,5
PARIS-MONTSOURIS;20001209;8,9;12,5
PARIS-MONTSOURIS;20001210;8,2;14,8
PARIS-MONTSOURIS;20001211;8,9;14,8
PARIS-MONTSOURIS;20001212;11,2;13,8
PARIS-MONTSOURIS;20001213;10;12,8
PARIS-MONTSOURIS;20001214;7,8;10,1
PARIS-MONTSOURIS;20001215;4,6;8,8
PARIS-MONTSOURIS;20001216;2,6;6,9
PARIS-MONTSOURIS;20001217;4,7;7,9
PARIS-MONTSOURIS;20001218;4,2;9,9
PARIS-MONTSOURIS;20001219;8,2;11,4
PARIS-MONTSOURIS;20001220;6,3;9,8
PARIS-MONTSOURIS;20001221;4,3;8,7
PARIS-MONTSOURIS;20001222;1,8;3,2
PARIS-MONTSOURIS;20001223;1,5;11,4
PARIS-MONTSOURIS;20001224;4,3;10,8
PARIS-MONTSOURIS;20001225;3,5;6,9
PARIS-MONTSOURIS;20001226;1,7;5,4
PARIS-MONTSOURIS;20001227;2,6;4,4
PARIS-MONTSOURIS;20001228;1,6;4,9
PARIS-MONTSOURIS;20001229;1,5;4,1
PARIS-MONTSOURIS;20001230;-0,3;4,6
PARIS-MONTSOURIS;20001231;-1,6;3,8
PARIS-MONTSOURIS;20010101;1,8;8,8
PARIS-MONTSOURIS;20010102;7,1;12
PARIS-MONTSOURIS;20010103;5,4;9,7
PARIS-MONTSOURIS;20010104;8,1;11,8
PARIS-MONTSOURIS;20010105;8,3;12,9
PARIS-MONTSOURIS;20010106;5,9;9,2
PARIS-MONTSOURIS;20010107;3,4;9,6
PARIS-MONTSOURIS;20010108;1,5;8,3
PARIS-MONTSOURIS;20010109;1,4;4,5
PARIS-MONTSOURIS;20010110;2,8;11,3
PARIS-MONTSOURIS;20010111;8,8;12
PARIS-MONTSOURIS;20010112;3,7;6,2
PARIS-MONTSOURIS;20010113;0,8;3,5
PARIS-MONTSOURIS;20010114;0;5,1
PARIS-MONTSOURIS;20010115;-2,1;1,6
PARIS-MONTSOURIS;20010116;0;4,5
PARIS-MONTSOURIS;20010117;0,9;4,6
PARIS-MONTSOURIS;20010118;2,5;5,1
PARIS-MONTSOURIS;20010119;1,9;5,4
PARIS-MONTSOURIS;20010120;0,6;4,1
PARIS-MONTSOURIS;20010121;0,5;9,9
PARIS-MONTSOURIS;20010122;7,2;9,8
PARIS-MONTSOURIS;20010123;6;12,6
PARIS-MONTSOURIS;20010124;8,3;12,8
PARIS-MONTSOURIS;20010125;6,9;10,2
PARIS-MONTSOURIS;20010126;4,8;8,5
PARIS-MONTSOURIS;20010127;4,3;9,2
PARIS-MONTSOURIS;20010128;4,1;9,2
PARIS-MONTSOURIS;20010129;2,5;6,6
PARIS-MONTSOURIS;20010130;2,3;3,2
PARIS-MONTSOURIS;20010131;1,1;5
PARIS-MONTSOURIS;20010201;0;2,8
PARIS-MONTSOURIS;20010202;-1,6;6,8
PARIS-MONTSOURIS;20010203;4,4;11,2
PARIS-MONTSOURIS;20010204;8,4;13,1
PARIS-MONTSOURIS;20010205;8,9;11,9
PARIS-MONTSOURIS;20010206;10;14,4
PARIS-MONTSOURIS;20010207;8,5;11,7
PARIS-MONTSOURIS;20010208;8,1;12,1
PARIS-MONTSOURIS;20010209;3,6;6,1
PARIS-MONTSOURIS;20010210;1,5;9,4
PARIS-MONTSOURIS;20010211;7,3;13,6
PARIS-MONTSOURIS;20010212;7,3;15,2
PARIS-MONTSOURIS;20010213;6,4;10,3
PARIS-MONTSOURIS;20010214;2,5;10,3
PARIS-MONTSOURIS;20010215;3,1;11,1
PARIS-MONTSOURIS;20010216;2,7;9
PARIS-MONTSOURIS;20010217;5;6,2
PARIS-MONTSOURIS;20010218;3,1;7,8
PARIS-MONTSOURIS;20010219;0,5;8
PARIS-MONTSOURIS;20010220;4;8,2
PARIS-MONTSOURIS;20010221;2,6;8,9
PARIS-MONTSOURIS;20010222;7,3;11,3
PARIS-MONTSOURIS;20010223;5,6;8,5
PARIS-MONTSOURIS;20010224;1,6;5,5
PARIS-MONTSOURIS;20010225;-2,5;4,8
PARIS-MONTSOURIS;20010226;-0,8;7,1
PARIS-MONTSOURIS;20010227;0,2;6,9
PARIS-MONTSOURIS;20010228;0,8;4,9
PARIS-MONTSOURIS;20010301;1,6;5,7
PARIS-MONTSOURIS;20010302;-0,4;4,3
PARIS-MONTSOURIS;20010303;0,3;7
PARIS-MONTSOURIS;20010304;2,3;9,1
PARIS-MONTSOURIS;20010305;3,8;9,1
PARIS-MONTSOURIS;20010306;3,1;14,4
PARIS-MONTSOURIS;20010307;9,9;18,7
PARIS-MONTSOURIS;20010308;9,7;14,4
PARIS-MONTSOURIS;20010309;8,6;14,2
PARIS-MONTSOURIS;20010310;9,3;16
PARIS-MONTSOURIS;20010311;11,1;16
PARIS-MONTSOURIS;20010312;8,6;13,1
PARIS-MONTSOURIS;20010313;5,7;11,9
PARIS-MONTSOURIS;20010314;6,7;11,9
PARIS-MONTSOURIS;20010315;8,9;15,7
PARIS-MONTSOURIS;20010316;8,5;17,9
PARIS-MONTSOURIS;20010317;7,9;17,2
PARIS-MONTSOURIS;20010318;8,1;13,4
PARIS-MONTSOURIS;20010319;3,8;7,5
PARIS-MONTSOURIS;20010320;3,9;13,3
PARIS-MONTSOURIS;20010321;6,5;17,3
PARIS-MONTSOURIS;20010322;10;13,6
PARIS-MONTSOURIS;20010323;10,4;18,3
PARIS-MONTSOURIS;20010324;9,9;13,7
PARIS-MONTSOURIS;20010325;5,3;7,7
PARIS-MONTSOURIS;20010326;4,5;7,4
PARIS-MONTSOURIS;20010327;4,8;14,4
PARIS-MONTSOURIS;20010328;6,5;10,9
PARIS-MONTSOURIS;20010329;7,1;12,7
PARIS-MONTSOURIS;20010330;5,5;13,6
PARIS-MONTSOURIS;20010331;5,6;14,2
PARIS-MONTSOURIS;20010401;8,9;18,8
PARIS-MONTSOURIS;20010402;9,5;23,5
PARIS-MONTSOURIS;20010403;9,6;16,3
PARIS-MONTSOURIS;20010404;8,6;12,6
PARIS-MONTSOURIS;20010405;4,6;11,5
PARIS-MONTSOURIS;20010406;8,5;14,6
PARIS-MONTSOURIS;20010407;5,9;12,3
PARIS-MONTSOURIS;20010408;7,3;12,3
PARIS-MONTSOURIS;20010409;7,1;14,4
PARIS-MONTSOURIS;20010410;8,4;12,6
PARIS-MONTSOURIS;20010411;7,6;10,4
PARIS-MONTSOURIS;20010412;4,2;12,1
PARIS-MONTSOURIS;20010413;4,7;9,8
PARIS-MONTSOURIS;20010414;1,1;9,9
PARIS-MONTSOURIS;20010415;7,9;12,2
PARIS-MONTSOURIS;20010416;6,7;11,9
PARIS-MONTSOURIS;20010417;5,8;10,5
PARIS-MONTSOURIS;20010418;5,7;9,6
PARIS-MONTSOURIS;20010419;2,5;9,8
PARIS-MONTSOURIS;20010420;2,7;8,8
PARIS-MONTSOURIS;20010421;3;11,3
PARIS-MONTSOURIS;20010422;3,3;13,4
PARIS-MONTSOURIS;20010423;7,2;14,9
PARIS-MONTSOURIS;20010424;7;18,2
PARIS-MONTSOURIS;20010425;8,8;14,4
PARIS-MONTSOURIS;20010426;7,1;16,9
PARIS-MONTSOURIS;20010427;9;15,7
PARIS-MONTSOURIS;20010428;10,3;13,5
PARIS-MONTSOURIS;20010429;8,9;16,3
PARIS-MONTSOURIS;20010430;9,2;14,7
PARIS-MONTSOURIS;20010501;10,1;16,4
PARIS-MONTSOURIS;20010502;11,3;19,9
PARIS-MONTSOURIS;20010503;11,6;16,6
PARIS-MONTSOURIS;20010504;8,6;10,8
PARIS-MONTSOURIS;20010505;6,4;12,1
PARIS-MONTSOURIS;20010506;5,5;13
PARIS-MONTSOURIS;20010507;8,5;14,7
PARIS-MONTSOURIS;20010508;9,1;20
PARIS-MONTSOURIS;20010509;12,1;21,4
PARIS-MONTSOURIS;20010510;14,1;22,1
PARIS-MONTSOURIS;20010511;16;26,6
PARIS-MONTSOURIS;20010512;14,8;27,3
PARIS-MONTSOURIS;20010513;15,5;27,1
PARIS-MONTSOURIS;20010514;11;17,1
PARIS-MONTSOURIS;20010515;10,6;19,3
PARIS-MONTSOURIS;20010516;11,9;19,3
PARIS-MONTSOURIS;20010517;11;18
PARIS-MONTSOURIS;20010518;8,6;17
PARIS-MONTSOURIS;20010519;8;19,8
PARIS-MONTSOURIS;20010520;10,1;21,8
PARIS-MONTSOURIS;20010521;10,7;23,8
PARIS-MONTSOURIS;20010522;10,9;23
PARIS-MONTSOURIS;20010523;12,3;25,1
PARIS-MONTSOURIS;20010524;15,9;26,2
PARIS-MONTSOURIS;20010525;14,3;26,6
PARIS-MONTSOURIS;20010526;15,7;26,5
PARIS-MONTSOURIS;20010527;15,2;24,9
PARIS-MONTSOURIS;20010528;16,8;29,2
PARIS-MONTSOURIS;20010529;18,7;27,2
PARIS-MONTSOURIS;20010530;15,7;28,1
PARIS-MONTSOURIS;20010531;13,6;21,3
PARIS-MONTSOURIS;20010601;11,5;19,6
PARIS-MONTSOURIS;20010602;13,3;16,8
PARIS-MONTSOURIS;20010603;8,7;16,4
PARIS-MONTSOURIS;20010604;7;21,5
PARIS-MONTSOURIS;20010605;9,8;24,4
PARIS-MONTSOURIS;20010606;13,6;20,3
PARIS-MONTSOURIS;20010607;13,5;20,6
PARIS-MONTSOURIS;20010608;9,9;16,5
PARIS-MONTSOURIS;20010609;9,9;19,5
PARIS-MONTSOURIS;20010610;10,4;19,4
PARIS-MONTSOURIS;20010611;9,9;20,4
PARIS-MONTSOURIS;20010612;11,7;24,8
PARIS-MONTSOURIS;20010613;13,9;25,2
PARIS-MONTSOURIS;20010614;11,8;24,4
PARIS-MONTSOURIS;20010615;15,2;18,7
PARIS-MONTSOURIS;20010616;12,4;21,7
PARIS-MONTSOURIS;20010617;13,5;20,1
PARIS-MONTSOURIS;20010618;11,8;17,9
PARIS-MONTSOURIS;20010619;10,7;21,4
PARIS-MONTSOURIS;20010620;11,9;27
PARIS-MONTSOURIS;20010621;15,4;25,2
PARIS-MONTSOURIS;20010622;12,5;25
PARIS-MONTSOURIS;20010623;13,9;27,1
PARIS-MONTSOURIS;20010624;15,4;31,7
PARIS-MONTSOURIS;20010625;19;32
PARIS-MONTSOURIS;20010626;19,4;35,2
